id,mean,2.50%,50%,97.50%,n_na,temp
101,43.07449426,40.69495112,43.09619794,45.37499282,1,18
102,42.93981692,40.58225651,42.9571088,45.2090158,1,18.01
103,42.80232091,40.47060461,42.81889674,45.04560161,0,18.02
104,42.66542725,40.35657057,42.68207325,44.88377699,0,18.03
105,42.52898928,40.23968895,42.5444671,44.72227469,0,18.04
106,42.39302761,40.12724825,42.40791315,44.56173158,0,18.05
107,42.25753393,40.01450365,42.27306904,44.40200136,0,18.06
108,42.12250799,39.90145937,42.13704889,44.24293614,0,18.07
109,41.98795125,39.78746684,42.00327736,44.08475725,0,18.08
110,41.85386259,39.67505314,41.86929569,43.92719904,0,18.09
111,41.72024067,39.56233478,41.7357666,43.76948614,0,18.1
112,41.58708657,39.44855761,41.60269827,43.61122026,0,18.11
113,41.45439925,39.33560565,41.4730756,43.45595921,0,18.12
114,41.32217898,39.22401626,41.34087935,43.301141,0,18.13
115,41.19042821,39.11156854,41.20426177,43.14802109,0,18.14
116,41.05914317,39.00012986,41.07256777,42.99757149,0,18.15
117,40.92832741,38.89306049,40.94106349,42.83792509,0,18.16
118,40.79509807,38.78161656,40.80893832,42.68529382,0,18.17
119,40.6680984,38.67351398,40.67887486,42.53464567,0,18.18
120,40.53868732,38.56190773,40.55126599,42.38546512,0,18.19
121,40.40739418,38.4505353,40.42142154,42.23748052,0,18.2
122,40.28127167,38.35359163,40.29386757,42.09224861,0,18.21
123,40.15326877,38.24660029,40.16671393,41.94687455,0,18.22
124,40.02573585,38.13808797,40.03843838,41.80302721,0,18.23
125,39.89867329,38.03372975,39.9098887,41.6612984,0,18.24
126,39.77208324,37.92567364,39.78439565,41.51565129,0,18.25
127,39.64596444,37.8187452,39.65765817,41.36948687,0,18.26
128,39.52031699,37.70930768,39.53236261,41.22483733,0,18.27
129,39.39514403,37.6027047,39.40707669,41.08029679,0,18.28
130,39.26755864,37.49668957,39.28262839,40.94231484,0,18.29
131,39.14621694,37.38959756,39.15867834,40.80421619,0,18.3
132,39.02246407,37.28396671,39.03389044,40.66173183,0,18.31
133,38.89678316,37.17598359,38.91017679,40.51648038,0,18.32
134,38.77638594,37.07098928,38.78793229,40.38034054,0,18.33
135,38.65406253,36.96594269,38.6646133,40.24273475,0,18.34
136,38.53221555,36.85837209,38.54393177,40.10386517,0,18.35
137,38.41084558,36.75107993,38.42364767,39.96889197,0,18.36
138,38.28995292,36.64319981,38.30300275,39.82999463,0,18.37
139,38.16954041,36.5379673,38.18251147,39.69194476,0,18.38
140,38.04960787,36.4361341,38.06254785,39.55125262,0,18.39
141,37.93015343,36.33506354,37.94219189,39.4216457,0,18.4
142,37.8111809,36.23418934,37.82281532,39.2869798,0,18.41
143,37.69268899,36.13693244,37.7053846,39.14967401,0,18.42
144,37.57467814,36.03574757,37.58812863,39.01228205,0,18.43
145,37.45714953,35.93252899,37.46930749,38.87694288,0,18.44
146,37.34010385,35.8310103,37.35041954,38.74333283,0,18.45
147,37.22354097,35.72929448,37.23293802,38.6117932,0,18.46
148,37.10746186,35.62253533,37.1190195,38.47903603,0,18.47
149,36.99186689,35.52391096,37.00298893,38.34893336,0,18.48
150,36.87675615,35.42164664,36.88778122,38.2227788,0,18.49
151,36.76213013,35.32093642,36.77335213,38.09733277,0,18.5
152,36.64798951,35.22367986,36.65966141,37.97215723,0,18.51
153,36.5343343,35.12326692,36.54525397,37.84590699,0,18.52
154,36.4211649,35.02182619,36.43168943,37.72138669,0,18.53
155,36.30848166,34.92226443,36.31909384,37.59526505,0,18.54
156,36.1962849,34.8227462,36.20753274,37.4723414,0,18.55
157,36.08457468,34.72686085,36.09622281,37.34780133,0,18.56
158,35.97335138,34.6320873,35.98533583,37.22832048,0,18.57
159,35.86261513,34.53315571,35.87399313,37.10978332,0,18.58
160,35.75236621,34.43785604,35.76209834,36.98677354,0,18.59
161,35.64260104,34.34300752,35.65145201,36.86041259,0,18.6
162,35.53333012,34.2481881,35.54145751,36.7401729,0,18.61
163,35.42453839,34.15271966,35.43162957,36.61923186,0,18.62
164,35.31623787,34.05637645,35.32260712,36.50176751,0,18.63
165,35.20843228,33.96050704,35.2150878,36.38778177,0,18.64
166,35.10109102,33.8652399,35.10819149,36.27221176,0,18.65
167,34.99427116,33.76974159,35.00200218,36.15421302,0,18.66
168,34.88791623,33.67065354,34.89523681,36.03853264,0,18.67
169,34.78204876,33.57713015,34.7901484,35.92090644,0,18.68
170,34.67667364,33.48392046,34.68442998,35.80550071,0,18.69
171,34.57175193,33.39047137,34.58112252,35.69137332,0,18.7
172,34.46738482,33.29442122,34.4757997,35.57863011,0,18.71
173,34.36347315,33.20038713,34.3724878,35.4615873,0,18.72
174,34.26004558,33.11159341,34.26793222,35.34631968,0,18.73
175,34.15710532,33.01455428,34.16491403,35.23503979,0,18.74
176,34.05463894,32.92313532,34.06249641,35.12509704,0,18.75
177,33.95267413,32.8322562,33.95987482,35.01509295,0,18.76
178,33.85118042,32.73764121,33.85704715,34.90440252,0,18.77
179,33.7501701,32.64131314,33.7543586,34.79526862,0,18.78
180,33.64965915,32.54824431,33.65373858,34.68621711,0,18.79
181,33.54962204,32.45731431,33.55336547,34.57790287,0,18.8
182,33.45006688,32.37105244,33.45322186,34.47123918,0,18.81
183,33.35099366,32.28304986,33.35394058,34.3643297,0,18.82
184,33.25240196,32.19646916,33.25481717,34.2599195,0,18.83
185,33.15429091,32.10646267,33.15658082,34.15593377,0,18.84
186,33.05665998,32.01870994,33.05936378,34.04797774,0,18.85
187,32.9595084,31.92939988,32.96283224,33.94285154,0,18.86
188,32.8628354,31.84244151,32.86585226,33.8419246,0,18.87
189,32.76664039,31.75402196,32.76962258,33.7356972,0,18.88
190,32.67092242,31.66542627,32.67290519,33.63212793,0,18.89
191,32.57568066,31.5762302,32.57744459,33.53105499,0,18.9
192,32.48091435,31.4842862,32.48238076,33.42728244,0,18.91
193,32.38662254,31.40246546,32.38860328,33.32563462,0,18.92
194,32.29280439,31.31321083,32.29506045,33.2264817,0,18.93
195,32.19945892,31.22767351,32.20254159,33.12800374,0,18.94
196,32.10658513,31.14332582,32.11021075,33.02935386,0,18.95
197,32.01418204,31.06062077,32.01805896,32.93059654,0,18.96
198,31.92224869,30.9711759,31.92532117,32.83276969,0,18.97
199,31.83078401,30.88195289,31.8342,32.73391888,0,18.98
200,31.73978681,30.79609979,31.74305777,32.63655805,0,18.99
201,31.64925615,30.71435398,31.65214314,32.54222015,0,19
202,31.55895406,30.6305626,31.56206786,32.44746987,0,19.01
203,31.46958974,30.54865715,31.47185818,32.35414027,0,19.02
204,31.38045167,30.46633762,31.38287888,32.25982439,0,19.03
205,31.29161826,30.38768423,31.29343186,32.16669199,0,19.04
206,31.20355964,30.30646034,31.20669586,32.0731175,0,19.05
207,31.1158033,30.22453592,31.11910342,31.97862415,0,19.06
208,31.02821936,30.1423149,31.03178736,31.88499186,0,19.07
209,30.94135991,30.06025566,30.94505774,31.79583883,0,19.08
210,30.85527742,29.98162454,30.85864798,31.70544612,0,19.09
211,30.76916352,29.90213364,30.77244655,31.61541525,0,19.1
212,30.68330912,29.82256505,30.68624577,31.52416348,0,19.11
213,30.59883818,29.74362415,30.60135871,31.43574083,0,19.12
214,30.51426013,29.66507648,30.51695524,31.34879169,0,19.13
215,30.42961865,29.5820388,30.43305078,31.25771803,0,19.14
216,30.34614476,29.51029007,30.34895532,31.16713972,0,19.15
217,30.26305402,29.431319,30.26627211,31.08092107,0,19.16
218,30.1804182,29.3552164,30.18399851,30.99433146,0,19.17
219,30.09806783,29.27830301,30.10120426,30.90723823,0,19.18
220,30.01615843,29.20051193,30.01896122,30.82188287,0,19.19
221,29.93468851,29.12531871,29.93746609,30.73509642,0,19.2
222,29.85365639,29.05008421,29.8562081,30.64843353,0,19.21
223,29.7730606,28.97391265,29.77550531,30.56397188,0,19.22
224,29.69289941,28.89910573,29.69578944,30.47974511,0,19.23
225,29.61317126,28.8256987,29.61653789,30.395713,0,19.24
226,29.53387448,28.75226541,29.53685085,30.31191549,0,19.25
227,29.45500037,28.67878377,29.45806862,30.23081942,0,19.26
228,29.37656929,28.6038224,29.37908723,30.14740773,0,19.27
229,29.29855547,28.53033167,29.30125886,30.06565653,0,19.28
230,29.22096725,28.45773678,29.22326568,29.98151794,0,19.29
231,29.14378725,28.38373156,29.14615698,29.90081186,0,19.3
232,29.06705754,28.31339678,29.06911585,29.81938513,0,19.31
233,28.99071571,28.24025664,28.99249647,29.73909002,0,19.32
234,28.91481779,28.16770675,28.91624753,29.65990431,0,19.33
235,28.83931916,28.09471104,28.84081671,29.58121619,0,19.34
236,28.76425402,28.02331586,28.76577605,29.50314156,0,19.35
237,28.68959041,27.95001662,28.69104659,29.42587065,0,19.36
238,28.61533441,27.88068207,28.6170248,29.34934271,0,19.37
239,28.54147921,27.80825695,28.54350617,29.27326031,0,19.38
240,28.46803602,27.73871517,28.46963848,29.19798861,0,19.39
241,28.39500842,27.66831644,28.39665035,29.12219966,0,19.4
242,28.32237828,27.60087409,28.32369263,29.04827774,0,19.41
243,28.2501442,27.53222313,28.25144941,28.97275222,0,19.42
244,28.17830616,27.465016,28.18003704,28.89681689,0,19.43
245,28.10686868,27.39743354,28.10883813,28.8236388,0,19.44
246,28.0358319,27.32970823,28.03856698,28.74950502,0,19.45
247,27.96518314,27.26227551,27.96767026,28.67369373,0,19.46
248,27.8949254,27.19429002,27.89654183,28.59975824,0,19.47
249,27.82505673,27.12954528,27.82605592,28.52431388,0,19.48
250,27.75557515,27.0617135,27.75676834,28.45167505,0,19.49
251,27.68647862,26.99507449,27.68802501,28.37950321,0,19.5
252,27.61776515,26.92784514,27.61942868,28.30768766,0,19.51
253,27.54943274,26.86145741,27.55098998,28.23708574,0,19.52
254,27.48147933,26.79840115,27.48360365,28.16755268,0,19.53
255,27.41390286,26.73293503,27.41641659,28.09703704,0,19.54
256,27.34670131,26.66616627,27.34945272,28.02904405,0,19.55
257,27.27987265,26.60104032,27.28257311,27.95931557,0,19.56
258,27.21341475,26.53677735,27.21664948,27.88855953,0,19.57
259,27.14732561,26.4760469,27.15062802,27.82065932,0,19.58
260,27.0816031,26.41495047,27.0849327,27.75142414,0,19.59
261,27.01624514,26.35176272,27.01960257,27.68342907,0,19.6
262,26.95124969,26.28835716,26.95413734,27.61594663,0,19.61
263,26.88661454,26.22492199,26.88906375,27.54858894,0,19.62
264,26.82233773,26.16266015,26.82510272,27.48159628,0,19.63
265,26.75841707,26.10061827,26.7620704,27.41520291,0,19.64
266,26.69485043,26.03708635,26.69794075,27.3498908,0,19.65
267,26.63163573,25.97627262,26.63418485,27.2837327,0,19.66
268,26.56877085,25.91693332,26.57116593,27.21812176,0,19.67
269,26.50625365,25.8554457,26.50857124,27.15329945,0,19.68
270,26.44408198,25.79650702,26.44654441,27.08860633,0,19.69
271,26.38225376,25.73835533,26.38469331,27.02393676,0,19.7
272,26.32076681,25.67989787,26.32350299,26.96061563,0,19.71
273,26.25961901,25.61746023,26.26315264,26.89559635,0,19.72
274,26.19880822,25.55733229,26.20244737,26.83271021,0,19.73
275,26.13833232,25.4971426,26.14169584,26.76962449,0,19.74
276,26.07818911,25.44063949,26.08152743,26.70543912,0,19.75
277,26.01837651,25.38355316,26.02197699,26.6426982,0,19.76
278,25.9588923,25.32731616,25.96237914,26.57995715,0,19.77
279,25.8997344,25.26977971,25.90370218,26.51879935,0,19.78
280,25.84090067,25.21248376,25.84435348,26.45702753,0,19.79
281,25.78238893,25.1576954,25.78558354,26.39592015,0,19.8
282,25.72419705,25.10225521,25.72741204,26.33477755,0,19.81
283,25.66632287,25.04667401,25.66974419,26.27424864,0,19.82
284,25.60875762,24.99113778,25.61223189,26.21405517,0,19.83
285,25.5515191,24.9348425,25.55454791,26.15495142,0,19.84
286,25.49458521,24.8804662,25.49747899,26.09582766,0,19.85
287,25.4379582,24.82684701,25.44033266,26.037644,0,19.86
288,25.38163396,24.77213825,25.38355204,25.98023062,0,19.87
289,25.32562457,24.71580258,25.32683574,25.922181,0,19.88
290,25.26991994,24.66151603,25.27120056,25.86404977,0,19.89
291,25.21450756,24.60734022,25.21568987,25.80625669,0,19.9
292,25.15939637,24.55381084,25.16050165,25.74997363,0,19.91
293,25.10458159,24.5002736,25.10558347,25.69286498,0,19.92
294,25.05005145,24.44896482,25.05072899,25.63723987,0,19.93
295,24.99581531,24.39642703,24.99662514,25.58121998,0,19.94
296,24.94187994,24.34328089,24.94263396,25.52640442,0,19.95
297,24.88823991,24.29239224,24.88845924,25.47204654,0,19.96
298,24.83486509,24.24038777,24.83548369,25.41708288,0,19.97
299,24.78180496,24.18874314,24.78229417,25.36240378,0,19.98
300,24.72898915,24.13837425,24.72964113,25.30828371,0,19.99
301,24.67647492,24.08843945,24.67701315,25.25306011,0,20
302,24.62424026,24.0384156,24.62466345,25.19739394,0,20.01
303,24.57228078,23.98910068,24.57265016,25.1434994,0,20.02
304,24.52058514,23.93946145,24.52059995,25.09041812,0,20.03
305,24.46916236,23.89036129,24.46943732,25.03646942,0,20.04
306,24.41801259,23.84211633,24.41849221,24.98349811,0,20.05
307,24.36713247,23.79326502,24.36771668,24.93051897,0,20.06
308,24.31650946,23.74449492,24.31739251,24.87916473,0,20.07
309,24.26615853,23.69642074,24.26676098,24.82675747,0,20.08
310,24.21606456,23.64853835,24.21671774,24.77525084,0,20.09
311,24.16622992,23.60089666,24.16743774,24.72418667,0,20.1
312,24.11665265,23.55253856,24.11783554,24.67288355,0,20.11
313,24.0673257,23.50520303,24.06907788,24.6218326,0,20.12
314,24.01826224,23.45840266,24.01971373,24.57255472,0,20.13
315,23.96944519,23.41142276,23.97053108,24.52334688,0,20.14
316,23.92087764,23.36369248,23.92157505,24.47365172,0,20.15
317,23.87255764,23.31711706,23.87354398,24.42330977,0,20.16
318,23.82448328,23.26978307,23.82598725,24.37381811,0,20.17
319,23.77665262,23.2253163,23.77827599,24.32394943,0,20.18
320,23.72906377,23.17956366,23.73106953,24.27465002,0,20.19
321,23.68171483,23.13342523,23.68383347,24.22639077,0,20.2
322,23.63460389,23.08739255,23.63644305,24.17851693,0,20.21
323,23.58772911,23.04174733,23.58919809,24.13022679,0,20.22
324,23.54108859,22.99830297,23.54237953,24.08088864,0,20.23
325,23.49468051,22.95393741,23.49597211,24.03326874,0,20.24
326,23.44850299,22.90962704,23.45007687,23.98599022,0,20.25
327,23.40255423,22.86549106,23.40413659,23.93882464,0,20.26
328,23.35683237,22.82221871,23.35841046,23.88976509,0,20.27
329,23.31133564,22.77877039,23.31280115,23.84278925,0,20.28
330,23.26606225,22.73535289,23.26724047,23.79656822,0,20.29
331,23.22101038,22.691778,23.22236988,23.75058001,0,20.3
332,23.17617826,22.64949309,23.17737029,23.70210215,0,20.31
333,23.13146912,22.60654287,23.13264495,23.6545333,0,20.32
334,23.08716633,22.56205923,23.08828923,23.60921386,0,20.33
335,23.04214797,22.51837554,23.04433137,23.56411925,0,20.34
336,22.99901246,22.47617809,23.00046999,23.5185526,0,20.35
337,22.95460782,22.43206989,22.95680426,23.4744025,0,20.36
338,22.91162871,22.38881254,22.91301313,23.43025468,0,20.37
339,22.86836049,22.34613858,22.86992456,23.38585257,0,20.38
340,22.82522415,22.30534414,22.82701132,23.34069739,0,20.39
341,22.78190249,22.26331464,22.78480152,23.29685472,0,20.4
342,22.73794603,22.22156187,22.74175667,23.25283207,0,20.41
343,22.69646664,22.18161343,22.69925572,23.20908416,0,20.42
344,22.65457457,22.13950304,22.65731405,23.16576679,0,20.43
345,22.61179849,22.09833424,22.61501173,23.12259123,0,20.44
346,22.56971093,22.0577066,22.57295548,23.08010981,0,20.45
347,22.52712274,22.0165836,22.53073125,23.03705952,0,20.46
348,22.48735269,21.97883008,22.4895009,22.99397708,0,20.47
349,22.4457542,21.93869218,22.44824662,22.95157856,0,20.48
350,22.40462143,21.90007338,22.40725143,22.90997287,0,20.49
351,22.36379389,21.86169476,22.36593256,22.8683895,0,20.5
352,22.32258084,21.82239437,22.32520949,22.82522725,0,20.51
353,22.28202833,21.78330426,22.2847073,22.78304287,0,20.52
354,22.24179439,21.74290751,22.24431193,22.74140957,0,20.53
355,22.2017135,21.70439426,22.20406686,22.69921632,0,20.54
356,22.16174215,21.6660056,22.16421594,22.6563951,0,20.55
357,22.12177092,21.62603574,22.12424932,22.61481331,0,20.56
358,22.08216285,21.58891792,22.08418252,22.5746032,0,20.57
359,22.04263914,21.55089846,22.0454496,22.53390619,0,20.58
360,22.00329059,21.51346651,22.00613751,22.49406993,0,20.59
361,21.96411605,21.47456331,21.96668586,22.45430715,0,20.6
362,21.92511404,21.43711075,21.92761762,22.41449249,0,20.61
363,21.88618914,21.39989323,21.88846455,22.37396677,0,20.62
364,21.84762043,21.36378857,21.85011189,22.33560045,0,20.63
365,21.80912639,21.32730201,21.81133742,22.29588118,0,20.64
366,21.77080028,21.28826414,21.77350546,22.25668346,0,20.65
367,21.73263866,21.25094962,21.73503837,22.2185871,0,20.66
368,21.69464076,21.21567609,21.6971178,22.17869035,0,20.67
369,21.65680642,21.178549,21.65911433,22.14082885,0,20.68
370,21.61913475,21.14138656,21.62173003,22.10133153,0,20.69
371,21.58162294,21.10428898,21.58423313,22.06262829,0,20.7
372,21.54427001,21.0675628,21.54675371,22.02480335,0,20.71
373,21.50707534,21.03189354,21.50936149,21.98593546,0,20.72
374,21.47003591,20.9963135,21.47240273,21.94850343,0,20.73
375,21.43107721,20.95989746,21.43577216,21.9107243,0,20.74
376,21.39642256,20.92470411,21.3990314,21.8725721,0,20.75
377,21.35984456,20.88865743,21.36239733,21.83476312,0,20.76
378,21.32133981,20.8535748,21.32585236,21.7978396,0,20.77
379,21.28714753,20.81873184,21.28946757,21.76020419,0,20.78
380,21.24894141,20.78182192,21.25315069,21.72337534,0,20.79
381,21.21298665,20.7469919,21.21723787,21.68672294,0,20.8
382,21.17921576,20.71248607,21.18146689,21.6501934,0,20.81
383,21.13937465,20.67733054,21.14591794,21.61302695,0,20.82
384,21.10589083,20.64322214,21.11024049,21.57640121,0,20.83
385,21.06843985,20.60870366,21.07490278,21.54031603,0,20.84
386,21.02907158,20.57361602,21.03943984,21.50454095,0,20.85
387,21.00223096,20.54087475,21.0044708,21.46846135,0,20.86
388,20.96522338,20.50694243,20.9692932,21.4325518,0,20.87
389,20.92620335,20.47271252,20.93377275,21.39605277,0,20.88
390,20.89158717,20.4393659,20.89941692,21.36046869,0,20.89
391,20.86317487,20.40664043,20.86501536,21.32453808,0,20.9
392,20.82875359,20.37365942,20.83097136,21.28930497,0,20.91
393,20.79446723,20.34021358,20.79710366,21.25297253,0,20.92
394,20.75828184,20.30683623,20.76313062,21.21800343,0,20.93
395,20.72629539,20.27404043,20.72946873,21.18389084,0,20.94
396,20.688344,20.24139889,20.69516045,21.14886984,0,20.95
397,20.65661137,20.20878335,20.66139703,21.11387672,0,20.96
398,20.62502466,20.17641127,20.62770082,21.07942192,0,20.97
399,20.59152702,20.14365863,20.59440906,21.04457699,0,20.98
400,20.5581574,20.11089221,20.56114975,21.00989592,0,20.99
401,20.52491484,20.07862516,20.52759592,20.97567736,0,21
402,20.4917984,20.04619752,20.49475546,20.94206508,0,21.01
403,20.45880714,20.01460627,20.4620861,20.9071007,0,21.02
404,20.42594014,19.98216544,20.42931971,20.87284912,0,21.03
405,20.39319648,19.95014545,20.39673341,20.84022178,0,21.04
406,20.36057526,19.91832094,20.36397836,20.807907,0,21.05
407,20.32807557,19.88682191,20.33141415,20.77495071,0,21.06
408,20.29569653,19.85608974,20.29898982,20.74115059,0,21.07
409,20.26343726,19.82495068,20.26687149,20.70760762,0,21.08
410,20.23129689,19.7937696,20.23458955,20.67446111,0,21.09
411,20.19927457,19.76226464,20.20249362,20.64079289,0,21.1
412,20.16736943,19.7318168,20.17064477,20.60743943,0,21.11
413,20.13558063,19.70101801,20.13879879,20.57413163,0,21.12
414,20.10390734,19.67065962,20.10701415,20.54137874,0,21.13
415,20.07234874,19.64030329,20.0751183,20.50919869,0,21.14
416,20.040904,19.60966265,20.04357631,20.47734072,0,21.15
417,20.00957232,19.57910471,20.01236951,20.44453907,0,21.16
418,19.9783529,19.54913234,19.98096225,20.41363242,0,21.17
419,19.94724494,19.51914284,19.94997745,20.3830825,0,21.18
420,19.91624767,19.48889682,19.91884019,20.35137501,0,21.19
421,19.8853603,19.45869556,19.88748417,20.31939573,0,21.2
422,19.85458206,19.42864985,19.85651585,20.28793547,0,21.21
423,19.82391221,19.3995074,19.82568687,20.25589329,0,21.22
424,19.79334998,19.36930641,19.79502023,20.22511772,0,21.23
425,19.76289463,19.33993743,19.76425847,20.19462522,0,21.24
426,19.73254542,19.31125333,19.73380544,20.16322614,0,21.25
427,19.70230163,19.28136612,19.70364236,20.13288365,0,21.26
428,19.67216254,19.25226417,19.67346485,20.10210044,0,21.27
429,19.64089218,19.2228619,19.64328682,20.07174229,0,21.28
430,19.61219558,19.19355703,19.61380524,20.04141656,0,21.29
431,19.58236631,19.16474388,19.58374346,20.01066888,0,21.3
432,19.55263893,19.13634026,19.5542918,19.980091,0,21.31
433,19.52301274,19.10803503,19.52460466,19.94970123,0,21.32
434,19.49348707,19.07954634,19.49465624,19.92034898,0,21.33
435,19.46406125,19.0502344,19.46513931,19.88958562,0,21.34
436,19.43473461,19.02175385,19.43542555,19.85909032,0,21.35
437,19.40550645,18.99318524,19.40586555,19.82873764,0,21.36
438,19.37637627,18.96526536,19.37666335,19.79964749,0,21.37
439,19.34734318,18.93715886,19.34761751,19.76961696,0,21.38
440,19.31708202,18.90892135,19.31861832,19.7395052,0,21.39
441,19.28956641,18.88115462,19.28981931,19.70984216,0,21.4
442,19.2608213,18.85345569,19.261027,19.68063071,0,21.41
443,19.23099738,18.82487063,19.23216049,19.65095785,0,21.42
444,19.20361464,18.79747104,19.20344294,19.62158327,0,21.43
445,19.172448,18.76743717,19.17506472,19.59298546,0,21.44
446,19.14548232,18.7410425,19.14669543,19.56342752,0,21.45
447,19.11850444,18.71378327,19.11837835,19.5342284,0,21.46
448,19.08652526,18.68490468,19.09007154,19.50583659,0,21.47
449,19.05948163,18.65776535,19.06174642,19.47690549,0,21.48
450,19.03298104,18.63167278,19.03371414,19.44828122,0,21.49
451,19.00630556,18.60545297,19.00584453,19.41882014,0,21.5
452,18.97848085,18.57745539,18.97809506,19.39022414,0,21.51
453,18.9507449,18.54984254,18.9504091,19.36125035,0,21.52
454,18.92052807,18.52213744,18.9229446,19.33271218,0,21.53
455,18.89553742,18.49594392,18.89582484,19.30472043,0,21.54
456,18.86669533,18.46933273,18.86853235,19.27642135,0,21.55
457,18.83960767,18.44281199,18.84153287,19.24838297,0,21.56
458,18.81337898,18.41812182,18.81411535,19.21984182,0,21.57
459,18.78616461,18.39196617,18.78682004,19.19080104,0,21.58
460,18.75772483,18.36427808,18.75928326,19.16218099,0,21.59
461,18.73199194,18.33877203,18.73241652,19.13467009,0,21.6
462,18.70503153,18.31330216,18.70511622,19.10584838,0,21.61
463,18.67815438,18.28619118,18.67818333,19.07782368,0,21.62
464,18.65136135,18.26142061,18.65132656,19.05050787,0,21.63
465,18.62465033,18.23667212,18.62462225,19.0236595,0,21.64
466,18.5980206,18.21047042,18.59798781,18.99682635,0,21.65
467,18.57147293,18.18502095,18.57164398,18.97049838,0,21.66
468,18.5450079,18.15951328,18.54496424,18.94340498,0,21.67
469,18.51862198,18.13393491,18.51876367,18.91649638,0,21.68
470,18.49231641,18.1092044,18.4926481,18.88991676,0,21.69
471,18.46609079,18.08421384,18.46621848,18.86343481,0,21.7
472,18.43994448,18.05836137,18.44009028,18.83604827,0,21.71
473,18.41387735,18.03225053,18.41394199,18.80939758,0,21.72
474,18.38788819,18.00702583,18.38827777,18.78226572,0,21.73
475,18.36197607,17.98339859,18.36241995,18.7549803,0,21.74
476,18.33614237,17.95832241,18.33641231,18.72775297,0,21.75
477,18.31038514,17.93325157,18.31052162,18.70180711,0,21.76
478,18.28470551,17.90877372,18.28455225,18.67534447,0,21.77
479,18.25910144,17.88295695,18.2591393,18.64921026,0,21.78
480,18.23357202,17.85811967,18.23388199,18.62364041,0,21.79
481,18.20811974,17.8327264,18.20824408,18.59776049,0,21.8
482,18.18274109,17.80754979,18.18259054,18.57212161,0,21.81
483,18.157437,17.78266507,18.1575378,18.54652666,0,21.82
484,18.13220818,17.75786046,18.13233802,18.51976196,0,21.83
485,18.10705192,17.73368353,18.10721392,18.49437267,0,21.84
486,18.08196916,17.70935547,18.08195458,18.46841516,0,21.85
487,18.05695924,17.68490285,18.05677886,18.44251567,0,21.86
488,18.03202159,17.66036726,18.03171012,18.41699146,0,21.87
489,18.00715686,17.63606447,18.00672635,18.3916215,0,21.88
490,17.98236171,17.61089029,17.98187799,18.36669712,0,21.89
491,17.9576391,17.58654747,17.95706612,18.34101585,0,21.9
492,17.93298816,17.56263942,17.93245304,18.31567209,0,21.91
493,17.90840636,17.53811851,17.90774663,18.2904349,0,21.92
494,17.88389497,17.51477776,17.88311208,18.26484971,0,21.93
495,17.85945315,17.4903581,17.85864713,18.23921995,0,21.94
496,17.8350808,17.46693103,17.83423667,18.21539373,0,21.95
497,17.81077769,17.44286521,17.80989123,18.19068974,0,21.96
498,17.78654348,17.41976699,17.785748,18.16490979,0,21.97
499,17.76237678,17.39557651,17.76155814,18.14047221,0,21.98
500,17.73827881,17.37235408,17.73754001,18.11615712,0,21.99
501,17.71424819,17.34851886,17.7133635,18.092408,0,22
502,17.69028423,17.32478047,17.68934758,18.06802532,0,22.01
503,17.66632439,17.301057,17.66518394,18.04321564,0,22.02
504,17.64255706,17.27754412,17.64121116,18.01910006,0,22.03
505,17.61876421,17.25389051,17.61722689,17.99429975,0,22.04
506,17.59502628,17.23038896,17.59362427,17.97037686,0,22.05
507,17.57140109,17.20697422,17.56997931,17.94566684,0,22.06
508,17.54779746,17.18411774,17.54641581,17.92210771,0,22.07
509,17.52434348,17.16161665,17.52276714,17.89810673,0,22.08
510,17.50082915,17.13834418,17.4993533,17.87413021,0,22.09
511,17.47750899,17.11594833,17.47610157,17.85035963,0,22.1
512,17.45423368,17.09363691,17.4529581,17.82661079,0,22.11
513,17.43098944,17.07140218,17.42954487,17.80302185,0,22.12
514,17.40776659,17.04868533,17.40644868,17.77899439,0,22.13
515,17.38457838,17.02583411,17.38326787,17.75597522,0,22.14
516,17.36153916,17.00335123,17.36037702,17.73244939,0,22.15
517,17.33863598,16.98164166,17.33714963,17.70854873,0,22.16
518,17.31573187,16.95879743,17.31425087,17.68452737,0,22.17
519,17.29285978,16.93650659,17.29117479,17.66101462,0,22.18
520,17.27002275,16.91435007,17.26818985,17.63749027,0,22.19
521,17.24727102,16.89202656,17.24545037,17.61431133,0,22.2
522,17.22447533,16.86939192,17.22265583,17.59119696,0,22.21
523,17.2019575,16.84749387,17.20024708,17.56780004,0,22.22
524,17.17941561,16.82522421,17.17762133,17.54454012,0,22.23
525,17.15684834,16.80268479,17.15531761,17.52152361,0,22.24
526,17.13445932,16.78098243,17.13303852,17.49887388,0,22.25
527,17.11207052,16.75907735,17.11046513,17.47618701,0,22.26
528,17.08974062,16.73774062,17.08813977,17.45233792,0,22.27
529,17.06746966,16.71577986,17.06617705,17.42896524,0,22.28
530,17.04525731,16.69404479,17.04417762,17.40635444,0,22.29
531,17.02310257,16.67243182,17.02194421,17.38363064,0,22.3
532,17.00100659,16.65055778,16.99969419,17.36092166,0,22.31
533,16.97896805,16.62891338,16.97780121,17.33832513,0,22.32
534,16.95698691,16.60726998,16.95617561,17.31583973,0,22.33
535,16.93506299,16.5854884,16.93384713,17.29355054,0,22.34
536,16.91319585,16.5638179,16.91196276,17.27100256,0,22.35
537,16.89138533,16.5420943,16.89014629,17.24819055,0,22.36
